MANDT,VBELN,ERDAT,KUNNR,NETWR,WAERK,VKORG,AUART,VBTYP
100,4500000134,20231202,0000010036,8971697,USD,1000,TA,C
100,4500000135,20230616,0000010082,8903711,USD,1000,TA,C
100,4500000136,20250127,0000010158,11528340,MXN,1000,TA,C
100,4500000137,20231211,0000010152,11150409,MXN,1000,TA,C
100,4500000138,20240629,0000010131,5805777,USD,1000,TA,C
100,4500000139,20240730,0000010182,10532474,USD,1000,TA,C
100,4500000140,20250415,0000010122,8292698,MXN,1000,TA,C
100,4500000141,20231206,0000010095,380458,MXN,1000,TA,C
100,4500000142,20240302,0000010029,9889414,EUR,1000,TA,C
100,4500000143,20250326,0000010079,3654432,USD,1000,TA,C
100,4500000144,20241006,0000010177,12119814,JPY,1000,TA,C
100,4500000145,20240430,0000010153,7520993,MXN,1000,TA,C
100,4500000146,20250312,0000010168,27972926,MXN,1000,TA,C
100,4500000147,20240814,0000010149,14026347,CLP,1000,TA,C
100,4500000148,20230222,0000010185,10795068,MXN,1000,TA,C
100,4500000149,20230624,0000010123,10533057,USD,1000,TA,C
100,4500000150,20250108,0000010162,10881537,USD,1000,TA,C
100,4500000151,20250511,0000010199,2811990,USD,1000,TA,C
100,4500000152,20250421,0000010038,2726361,MXN,1000,TA,C
100,4500000153,20230202,0000010063,11203835,EUR,1000,TA,C
100,4500000154,20230423,0000010180,3562558,USD,1000,TA,C
100,4500000155,20240327,0000010005,13615511,MXN,1000,TA,C
100,4500000156,20230605,0000010108,8081990,MXN,1000,TA,C
100,4500000157,20230728,0000010177,6643931,MXN,1000,TA,C
100,4500000158,20250304,0000010129,4640654,MXN,1000,TA,C
100,4500000159,20250612,0000010121,9386882,USD,1000,TA,C
100,4500000160,20230305,0000010187,10725084,JPY,1000,TA,C
100,4500000161,20240615,0000010036,13081779,JPY,1000,TA,C
100,4500000162,20231129,0000010144,5042381,MXN,1000,TA,C
100,4500000163,20240622,0000010123,4249889,EUR,1000,TA,C
100,4500000164,20230627,0000010081,4562102,MXN,1000,TA,C
100,4500000165,20231217,0000010137,11281226,MXN,1000,TA,C
100,4500000166,20241123,0000010091,1287629,USD,1000,TA,C
100,4500000167,20241128,0000010185,17009558,CLP,1000,TA,C
100,4500000168,20230928,0000010178,10467858,EUR,1000,TA,C
100,4500000169,20230716,0000010124,12978765,USD,1000,TA,C
100,4500000170,20240725,0000010072,7196003,MXN,1000,TA,C
100,4500000171,20231101,0000010058,9163685,MXN,1000,TA,C
100,4500000172,20241222,0000010074,20474389,CLP,1000,TA,C
100,4500000173,20241222,0000010177,12645934,MXN,1000,TA,C
100,4500000174,20240506,0000010082,12455000,USD,1000,TA,C
100,4500000175,20250325,0000010144,11406662,MXN,1000,TA,C
100,4500000176,20231022,0000010071,12125285,JPY,1000,TA,C
100,4500000177,20241123,0000010147,15222253,MXN,1000,TA,C
100,4500000178,20240209,0000010098,13033980,USD,1000,TA,C
100,4500000179,20250403,0000010198,13979017,MXN,1000,TA,C
100,4500000180,20230213,0000010075,4810966,MXN,1000,TA,C
100,4500000181,20230322,0000010183,9449101,MXN,1000,TA,C
100,4500000182,20241102,0000010114,11295942,MXN,1000,TA,C
100,4500000183,20240505,0000010192,1107259,MXN,1000,TA,C
100,4500000184,20250427,0000010052,9804337,MXN,1000,TA,C
100,4500000185,20240729,0000010070,16067592,USD,1000,TA,C
100,4500000186,20230521,0000010070,11437532,EUR,1000,TA,C
100,4500000187,20250128,0000010158,4280112,MXN,1000,TA,C
100,4500000188,20230906,0000010062,5212432,USD,1000,TA,C
100,4500000189,20240627,0000010172,917632,MXN,1000,TA,C
100,4500000190,20230827,0000010164,11017209,MXN,1000,TA,C
100,4500000191,20240228,0000010026,841446,MXN,1000,TA,C
100,4500000192,20240428,0000010184,3149380,MXN,1000,TA,C
100,4500000193,20250228,0000010175,7579972,MXN,1000,TA,C
100,4500000194,20240717,0000010002,10474309,MXN,1000,TA,C
100,4500000195,20241030,0000010105,5262795,MXN,1000,TA,C
100,4500000196,20241028,0000010123,19383437,USD,1000,TA,C
100,4500000197,20231022,0000010194,11169424,MXN,1000,TA,C
100,4500000198,20241023,0000010074,1079080,MXN,1000,TA,C
100,4500000199,20230402,0000010197,7164017,MXN,1000,TA,C
100,4500000200,20230826,0000010147,5321960,EUR,1000,TA,C
100,4500000201,20250110,0000010190,9717256,USD,1000,TA,C
100,4500000202,20240303,0000010045,15001475,MXN,1000,TA,C
100,4500000203,20250506,0000010010,15105374,MXN,1000,TA,C
100,4500000204,20230710,0000010127,13967817,MXN,1000,TA,C
100,4500000205,20250612,0009990204,12190238,JPY,1000,TA,C
100,4500000206,20230110,0000010010,6859321,MXN,1000,TA,C
100,4500000207,20240804,,239241,MXN,1000,TA,C
100,4500000208,20231210,0000010028,12761950,USD,1000,TA,C
100,4500000209,20241018,0000010117,542885,MXN,1000,TA,C
100,4500000210,20240520,0000010135,7901229,USD,1000,TA,C
100,4500000211,20240424,0000010130,7095861,MXN,1000,TA,C
100,4500000212,20250408,0000010050,1699897,MXN,1000,TA,C
100,4500000213,20230616,0000010085,12656668,MXN,1000,TA,C
100,4500000214,20241025,0000010118,247801,JPY,1000,TA,C
100,4500000215,20230710,0000010184,12938503,MXN,1000,TA,C
100,4500000216,20231212,0000010189,5534321,MXN,1000,TA,C
100,4500000217,20241121,0000010146,14661692,MXN,1000,TA,C
100,4500000218,20230629,0000010050,11703958,CLP,1000,TA,C
100,4500000219,20240220,0000010164,11435124,USD,1000,TA,C
100,4500000220,20231202,0000010132,18744420,MXN,1000,TA,C
100,4500000221,20241116,0000010103,2140931,MXN,1000,TA,C
100,4500000222,20230524,0000010048,16069975,MXN,1000,TA,C
100,4500000223,20230912,0000010083,21054808,USD,1000,TA,C
100,4500000224,20240128,0000010067,8282496,MXN,1000,TA,C
100,4500000225,20250210,0000010115,6227339,MXN,1000,TA,C
100,4500000226,20231106,0000010085,829374,MXN,1000,TA,C
100,4500000227,20240809,0000010186,9923427,USD,1000,TA,C
100,4500000228,20241031,0000010067,6907218,MXN,1000,TA,C
100,4500000229,20230830,0000010178,1122500,MXN,1000,TA,C
100,4500000230,20230502,0000010171,6327538,MXN,1000,TA,C
100,4500000231,20230613,0000010079,9530250,MXN,1000,TA,C
100,4500000232,20240529,0000010176,10480199,MXN,1000,TA,C
100,4500000233,20231115,0000010198,11480406,JPY,1000,TA,C
100,4500000234,20241016,0000010031,19684809,EUR,1000,TA,C
100,4500000235,20240921,0000010095,21313155,MXN,1000,TA,C
100,4500000236,20230517,0000010057,1703274,MXN,1000,TA,C
100,4500000237,20240410,0000010040,12297378,USD,1000,TA,C
100,4500000238,20240118,0000010156,5163622,JPY,1000,TA,C
100,4500000239,20240716,0000010180,9741919,MXN,1000,TA,C
100,4500000240,20240704,0000010194,231174,USD,1000,TA,C
100,4500000241,20250219,0000010056,9102610,EUR,1000,TA,C
100,4500000242,20250211,0000010175,9534018,MXN,1000,TA,C
100,4500000243,20240622,0000010021,19454211,USD,1000,TA,C
100,4500000244,20241221,0000010136,15073940,MXN,1000,TA,C
100,4500000245,20240731,0000010020,19152999,MXN,1000,TA,C
100,4500000246,20250428,0000010016,21813,MXN,1000,TA,C
100,4500000247,20230727,0000010130,3581356,USD,1000,TA,C
100,4500000248,20230603,0000010138,6905000,USD,1000,TA,C
100,4500000249,20250524,0000010084,4671971,MXN,1000,TA,C
100,4500000250,20230430,0000010114,21976228,USD,1000,TA,C
100,4500000251,20250104,0000010053,403392,EUR,1000,TA,C
100,4500000252,20230404,0000010126,13607306,USD,1000,TA,C
100,4500000253,20250408,0000010115,1922678,USD,1000,TA,C
100,4500000254,20230516,0000010117,8498895,MXN,1000,TA,C
100,4500000255,20240412,0000010107,16203107,USD,1000,TA,C
100,4500000256,20240726,0000010015,5904419,USD,1000,TA,C
100,4500000257,20250406,0000010173,12440368,MXN,1000,TA,C
100,4500000258,20230123,0000010186,1493018,MXN,1000,TA,C
100,4500000259,20250416,0000010066,12042200,MXN,1000,TA,C
100,4500000260,00000000,0000010191,8267509,MXN,1000,TA,C
100,4500000261,20230316,0000010149,17029430,MXN,1000,TA,C
100,4500000262,20231219,0000010109,500260,MXN,1000,TA,C
100,4500000263,20240708,0000010017,4404338,EUR,1000,TA,C
100,4500000264,20240428,0000010018,1809800,MXN,1000,TA,C
100,4500000265,20240223,0000010074,13109468,MXN,1000,TA,C
100,4500000266,20230519,0000010197,10252648,MXN,1000,TA,C
100,4500000267,20250116,0000010165,3473263,CLP,1000,TA,C
100,4500000268,20240119,0000010108,17491250,EUR,1000,TA,C
100,4500000269,20250609,0000010115,7974165,MXN,1000,TA,C
100,4500000270,20230324,0000010097,11892020,MXN,1000,TA,C
100,4500000271,20250614,0000010170,2646768,EUR,1000,TA,C
100,4500000272,20241031,0000010035,812896,USD,1000,TA,C
100,4500000273,20230702,0000010031,1301968,MXN,1000,TA,C
100,4500000274,20240625,0000010101,3413392,USD,1000,TA,C
100,4500000275,20230817,0000010187,1553756,MXN,1000,TA,C
100,4500000276,20230124,0000010194,4892517,MXN,1000,TA,C
100,4500000277,20241120,0000010119,7267106,MXN,1000,TA,C
100,4500000278,20240310,0000010140,10303080,JPY,1000,TA,C
100,4500000279,20250423,0000010098,7550491,USD,1000,TA,C
100,4500000280,20240416,0000010064,385364,MXN,1000,TA,C
100,4500000281,20231010,0000010040,6019221,MXN,1000,TA,C
100,4500000282,20250222,0000010186,18215707,MXN,1000,TA,C
100,4500000283,20250408,0000010009,13552854,MXN,1000,TA,C
100,4500000284,20240921,0000010108,7628041,EUR,1000,TA,C
100,4500000285,20230904,0000010005,6263949,CLP,1000,TA,C
100,4500000286,20230414,0000010018,19202285,MXN,1000,TA,C
100,4500000287,20240402,0000010009,15699507,USD,1000,TA,C
100,4500000288,20241221,0000010173,20258981,USD,1000,TA,C
100,4500000289,20250128,0000010063,24319167,MXN,1000,TA,C
100,4500000290,20240325,0000010103,11500649,MXN,1000,TA,C
100,4500000291,20230811,0000010139,17672171,MXN,1000,TA,C
100,4500000292,20230227,0000010199,19106382,CLP,1000,TA,C
100,4500000293,20231024,0000010129,19803414,MXN,1000,TA,C
100,4500000294,20240812,0000010188,4511483,MXN,1000,TA,C
100,4500000295,20240904,0000010148,13935271,MXN,1000,TA,C
100,4500000296,20250418,0000010173,12647095,CLP,1000,TA,C
100,4500000297,20231106,0000010061,9907032,MXN,1000,TA,C
100,4500000298,20240617,0000010170,1801176,MXN,1000,TA,C
100,4500000299,20231104,0000010106,15820824,MXN,1000,TA,C
100,4500000300,20240724,0000010016,3324376,MXN,1000,TA,C
100,4500000301,20250619,,3824661,USD,1000,TA,C
100,4500000302,20241003,0000010045,17294748,JPY,1000,TA,C
100,4500000303,20240723,0000010110,17180096,EUR,1000,TA,C
100,4500000304,20231219,0000010013,10245720,USD,1000,TA,C
100,4500000305,20240126,0000010172,1120968,EUR,1000,TA,C
100,4500000306,20241214,0000010082,7375905,USD,1000,TA,C
100,4500000307,20230602,0000010105,9660373,MXN,1000,TA,C
100,4500000308,20230708,0000010097,4417140,MXN,1000,TA,C
100,4500000309,20240429,0000010138,4506728,CLP,1000,TA,C
100,4500000310,20231104,0000010058,16055531,MXN,1000,TA,C
100,4500000311,20250405,0000010037,8870666,JPY,1000,TA,C
100,4500000312,20240729,0000010015,11725492,MXN,1000,TA,C
100,4500000313,20240724,0000010107,2833028,MXN,1000,TA,C
100,4500000314,20240202,0000010035,575728,USD,1000,TA,C
100,4500000315,20230728,0000010066,20713456,MXN,1000,TA,C
100,4500000316,20230322,0000010166,4311193,MXN,1000,TA,C
100,4500000317,20230405,0000010095,2651352,MXN,1000,TA,C
100,4500000318,20250111,0009990317,13517617,USD,1000,TA,C
100,4500000319,20231002,0000010014,11327892,MXN,1000,TA,C
100,4500000320,20240911,0000010173,9302906,MXN,1000,TA,C
100,4500000321,20250613,0000010011,13840307,USD,1000,TA,C
100,4500000322,20250403,0000010049,3240761,MXN,1000,TA,C
100,4500000323,20250111,0000010151,378075,CLP,1000,TA,C
100,4500000324,20240726,0009990323,326074,EUR,1000,TA,C
100,4500000325,20230802,0000010123,1442946,MXN,1000,TA,C
100,4500000326,20230116,0000010078,7541817,MXN,1000,TA,C
100,4500000327,20250129,0000010049,15854141,MXN,1000,TA,C
100,4500000328,20250211,0000010192,11585923,MXN,1000,TA,C
100,4500000329,20241213,0000010063,17296598,USD,1000,TA,C
100,4500000330,20230729,0000010181,11159224,USD,1000,TA,C
100,4500000331,20240719,0000010062,13156307,MXN,1000,TA,C
100,4500000332,20231017,0000010199,1140036,MXN,1000,TA,C
100,4500000333,20240630,0000010120,835244,MXN,1000,TA,C
100,4500000334,20231112,0000010092,4393394,EUR,1000,TA,C
100,4500000335,20240609,0000010093,2844728,MXN,1000,TA,C
100,4500000336,20230411,0000010120,16515824,USD,1000,TA,C
100,4500000337,20250218,0000010121,839718,JPY,1000,TA,C
100,4500000338,20240115,0000010053,15051880,MXN,1000,TA,C
100,4500000339,20230216,0000010106,11338309,MXN,1000,TA,C
100,4500000340,20250129,0000010057,2488785,USD,1000,TA,C
100,4500000341,20230925,0000010005,4431224,MXN,1000,TA,C
100,4500000342,20240816,0000010150,32947725,USD,1000,TA,C
100,4500000343,20231030,0000010107,14088334,JPY,1000,TA,C
100,4500000344,20231204,0000010051,2206932,MXN,1000,TA,C
100,4500000345,20240806,0000010098,5563372,MXN,1000,TA,C
100,4500000346,20240717,0000010128,12007594,MXN,1000,TA,C
100,4500000347,20231212,0000010176,3900377,EUR,1000,TA,C
100,4500000348,20250421,0000010196,6293018,MXN,1000,TA,C
100,4500000349,20241019,0000010186,14396852,USD,1000,TA,C
100,4500000350,20240416,0000010126,326412,JPY,1000,TA,C
100,4500000351,20250325,0000010188,17321031,MXN,1000,TA,C
100,4500000352,20230524,0000010044,18737593,MXN,1000,TA,C
100,4500000353,20240515,0000010140,6233455,JPY,1000,TA,C
100,4500000354,20241019,0000010139,24188420,MXN,1000,TA,C
100,4500000355,20230204,0000010135,7820165,MXN,1000,TA,C
100,4500000356,20230219,0000010172,13033241,MXN,1000,TA,C
100,4500000357,20240227,0000010002,8393102,CLP,1000,TA,C
100,4500000358,20230825,0000010162,496728,MXN,1000,TA,C
100,4500000359,20230604,0000010182,20908226,MXN,1000,TA,C
100,4500000360,20240601,0000010056,9479138,MXN,1000,TA,C
100,4500000361,20230303,0000010096,18989723,MXN,1000,TA,C
100,4500000362,20241113,0000010164,3906114,USD,1000,TA,C
100,4500000363,20241106,0000010124,8658220,USD,1000,TA,C
100,4500000364,20230107,0000010005,13984254,USD,1000,TA,C
100,4500000365,20240226,0000010142,17106828,USD,1000,TA,C
100,4500000366,20240626,0000010005,8405416,MXN,1000,TA,C
100,4500000367,20240702,0000010071,9870322,JPY,1000,TA,C
100,4500000368,20240529,0000010005,11127312,MXN,1000,TA,C
100,4500000369,20240316,0000010173,22532383,EUR,1000,TA,C
100,4500000370,20230409,0000010028,6547172,MXN,1000,TA,C
100,4500000371,20230904,0000010039,6590660,USD,1000,TA,C
100,4500000372,20240623,0000010159,1736820,MXN,1000,TA,C
100,4500000373,20231001,0000010091,8413119,MXN,1000,TA,C
100,4500000374,20240118,0000010021,8777700,MXN,1000,TA,C
100,4500000375,20240801,0000010118,9806485,MXN,1000,TA,C
100,4500000376,20230820,0000010179,8447358,MXN,1000,TA,C
100,4500000377,20250427,0000010176,12202603,MXN,1000,TA,C
100,4500000378,20250528,0000010168,22003691,MXN,1000,TA,C
100,4500000379,20230202,0000010195,2265166,EUR,1000,TA,C
100,4500000380,20240124,0000010104,9886022,MXN,1000,TA,C
100,4500000381,20240502,0000010142,22108277,MXN,1000,TA,C
100,4500000382,20230110,0000010164,6165428,MXN,1000,TA,C
100,4500000383,20230326,0000010044,5646122,EUR,1000,TA,C
100,4500000384,20241022,0000010112,464966,USD,1000,TA,C
100,4500000385,20250528,0000010145,6370972,MXN,1000,TA,C
100,4500000386,20230213,0000010136,957150,MXN,1000,TA,C
100,4500000387,20250607,0000010055,4815349,MXN,1000,TA,C
100,4500000388,20240501,0000010146,1817730,EUR,1000,TA,C
100,4500000389,20230318,0000010012,7804353,MXN,1000,TA,C
100,4500000390,20240710,0000010072,13764857,EUR,1000,TA,C
100,4500000391,20230203,0000010169,9993520,USD,1000,TA,C
100,4500000392,20230117,0000010081,5709112,MXN,1000,TA,C
100,4500000393,20230528,0000010151,15937222,MXN,1000,TA,C
100,4500000394,20250420,0000010183,12376060,CLP,1000,TA,C
100,4500000395,20231103,0000010020,13947886,MXN,1000,TA,C
100,4500000396,20230904,0000010145,10590387,MXN,1000,TA,C
100,4500000397,20241124,0000010100,7842803,USD,1000,TA,C
100,4500000398,20240129,0000010085,14204468,USD,1000,TA,C
100,4500000399,20230524,0000010190,17796541,CLP,1000,TA,C
100,4500000400,20230322,0000010186,2068968,EUR,1000,TA,C
100,4500000401,20231221,0000010191,14884058,USD,1000,TA,C
100,4500000402,20240323,0000010026,3577301,MXN,1000,TA,C
100,4500000403,20231215,0000010020,5457040,MXN,1000,TA,C
100,4500000404,20240920,0000010197,6517917,USD,1000,TA,C
100,4500000405,20250303,0000010102,3251257,USD,1000,TA,C
100,4500000406,20241011,0000010008,16335325,MXN,1000,TA,C
100,4500000407,20240517,0000010116,18453312,MXN,1000,TA,C
100,4500000408,00000000,0000010092,7777022,MXN,1000,TA,C
100,4500000409,20240318,0000010097,9155494,USD,1000,TA,C
100,4500000410,20240822,0000010175,29942982,MXN,1000,TA,C
100,4500000411,20230329,0000010098,4730168,EUR,1000,TA,C
100,4500000412,20231030,0000010159,3579568,CLP,1000,TA,C
100,4500000413,20230317,0000010183,11527642,MXN,1000,TA,C
100,4500000414,20230607,0000010069,2796396,MXN,1000,TA,C
100,4500000415,20250313,0000010183,1182560,MXN,1000,TA,C
100,4500000416,20250127,0000010040,2424345,USD,1000,TA,C
100,4500000417,20240105,0000010082,18532684,MXN,1000,TA,C
100,4500000418,20230106,0000010024,12423222,MXN,1000,TA,C
100,4500000419,20240104,0000010114,13640484,MXN,1000,TA,C
100,4500000420,20230415,0000010070,7719793,CLP,1000,TA,C
100,4500000421,20230711,0000010023,21166950,MXN,1000,TA,C
100,4500000422,20240724,0000010115,136344,MXN,1000,TA,C
100,4500000423,20240222,0000010132,6436707,USD,1000,TA,C
100,4500000424,20230402,0000010007,22211705,MXN,1000,TA,C
100,4500000425,20230406,0000010142,10988862,MXN,1000,TA,C
100,4500000426,20250314,0000010154,15995242,USD,1000,TA,C
100,4500000427,20230113,0000010099,3630763,MXN,1000,TA,C
100,4500000428,20240202,0000010106,2595932,MXN,1000,TA,C
100,4500000429,20250112,0000010022,4607190,CLP,1000,TA,C
100,4500000430,20240808,0000010063,6329947,USD,1000,TA,C
100,4500000431,20241202,0000010044,14185375,USD,1000,TA,C
100,4500000432,20230523,0000010044,10397733,MXN,1000,TA,C
100,4500000433,20231002,0000010078,9085344,MXN,1000,TA,C
100,4500000434,20230306,0000010038,24382814,USD,1000,TA,C
100,4500000435,20231010,0000010112,2101757,MXN,1000,TA,C
100,4500000436,20240510,0000010077,24642586,MXN,1000,TA,C
100,4500000437,20230915,0000010093,313650,MXN,1000,TA,C
100,4500000438,20241002,0000010185,4230293,MXN,1000,TA,C
100,4500000439,20240923,0000010153,5906188,USD,1000,TA,C
